domain,device,slot,size,bidder,account_id,domain_id,slot_id,ab_tests,media_type
learnreligions.com,mobile,mob-square-fixed/tier1,,Rubicon Project,7499,426830,2441606,,
learnreligions.com,mobile,mob-square-fixed/tier1,,TrustX,,,351403,,
learnreligions.com,mobile,mob-square-fixed/tier2,,AppNexus,,,25482607,,
learnreligions.com,mobile,mob-square-fixed/tier2,,Index Exchange,,,830284,,
learnreligions.com,mobile,mob-square-fixed/tier2,,OneMobile,,8a9694b2018180ffe245026a8475002f,8a96954b0181816c07786daf8ca2005b,,
learnreligions.com,mobile,mob-square-fixed/tier2,,Pubmatic,158139,,4514962,,
learnreligions.com,mobile,mob-square-fixed/tier2,,Roundel,382319,,,,
learnreligions.com,mobile,mob-square-fixed/tier2,,Rubicon Project,7499,426830,2441608,,
learnreligions.com,mobile,mob-square-fixed/tier2,,TrustX,,,351404,,
learnreligions.com,mobile,mob-square-fixed/tier3,,AppNexus,,,25482608,,
learnreligions.com,mobile,mob-square-fixed/tier3,,Index Exchange,,,830286,,
learnreligions.com,mobile,mob-square-fixed/tier3,,OneMobile,,8a9694b2018180ffe245026a8475002f,8a9691530181816c028c6daf8e05003b,,
learnreligions.com,mobile,mob-square-fixed/tier3,,Pubmatic,158139,,4514963,,
learnreligions.com,mobile,mob-square-fixed/tier3,,Roundel,382319,,,,
learnreligions.com,mobile,mob-square-fixed/tier3,,Rubicon Project,7499,426830,2441610,,
learnreligions.com,mobile,mob-square-fixed/tier3,,TrustX,,,351409,,
learnreligions.com,mobile,mob-square-fixed/tier4,,AppNexus,,,25482609,,
learnreligions.com,mobile,mob-square-fixed/tier4,,Index Exchange,,,830288,,
learnreligions.com,mobile,mob-square-fixed/tier4,,OneMobile,,8a9694b2018180ffe245026a8475002f,8a9699f00181816bfdbd6daf8f860056,,
learnreligions.com,mobile,mob-square-fixed/tier4,,Pubmatic,158139,,4514964,,
learnreligions.com,mobile,mob-square-fixed/tier4,,Roundel,382319,,,,
learnreligions.com,mobile,mob-square-fixed/tier4,,Rubicon Project,7499,426830,2441612,,
learnreligions.com,mobile,mob-square-fixed/tier4,,TrustX,,,351405,,
learnreligions.com,mobile,mob-square-flex/tier1,,AppNexus,,,25482610,,
learnreligions.com,mobile,mob-square-flex/tier1,,Index Exchange,,,830290,,
learnreligions.com,mobile,mob-square-flex/tier1,,OneMobile,,8a9694b2018180ffe245026a8475002f,8a9694da0181811f187d1fe141360028,,
learnreligions.com,mobile,mob-square-flex/tier1,,Pubmatic,158139,,4514965,,
learnreligions.com,mobile,mob-square-flex/tier1,,Roundel,382319,,,,
learnreligions.com,mobile,mob-square-flex/tier1,,Rubicon Project,7499,426830,2441614,,
learnreligions.com,mobile,mob-square-flex/tier1,,TrustX,,,351408,,
learnreligions.com,mobile,mob-square-flex/tier2,,AppNexus,,,25482611,,
learnreligions.com,mobile,mob-square-flex/tier2,,Index Exchange,,,830292,,
learnreligions.com,mobile,mob-square-flex/tier2,,OneMobile,,8a9694b2018180ffe245026a8475002f,8a9691530181816c028c6daf9211003c,,
learnreligions.com,mobile,mob-square-flex/tier2,,Pubmatic,158139,,4514966,,
learnreligions.com,mobile,mob-square-flex/tier2,,Roundel,382319,,,,
learnreligions.com,mobile,mob-square-flex/tier2,,Rubicon Project,7499,426830,2441616,,
learnreligions.com,mobile,mob-square-flex/tier2,,TrustX,,,351406,,
learnreligions.com,mobile,mob-square-flex/tier3,,AppNexus,,,25482612,,
learnreligions.com,mobile,mob-square-flex/tier3,,Index Exchange,,,830294,,
learnreligions.com,mobile,mob-square-flex/tier3,,OneMobile,,8a9694b2018180ffe245026a8475002f,8a9699f00181816bfdbd6daf932e0057,,
learnreligions.com,mobile,mob-square-flex/tier3,,Pubmatic,158139,,4514967,,
learnreligions.com,mobile,mob-square-flex/tier3,,Roundel,382319,,,,
learnreligions.com,mobile,mob-square-flex/tier3,,Rubicon Project,7499,426830,2441618,,
learnreligions.com,mobile,mob-square-flex/tier3,,TrustX,,,351407,,
learnreligions.com,mobile,mob-square-flex/tier4,,AppNexus,,,25482613,,
learnreligions.com,mobile,mob-square-flex/tier4,,Index Exchange,,,830297,,
learnreligions.com,mobile,mob-square-flex/tier4,,OneMobile,,8a9694b2018180ffe245026a8475002f,8a9694da0181811f187d1fe144c40029,,
learnreligions.com,mobile,mob-square-flex/tier4,,Pubmatic,158139,,4514968,,
learnreligions.com,mobile,mob-square-flex/tier4,,Roundel,382319,,,,
learnreligions.com,mobile,mob-square-flex/tier4,,Rubicon Project,7499,426830,2441620,,
learnreligions.com,mobile,mob-square-flex/tier4,,TrustX,,,351410,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier1,,AppNexus,,,25482606,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier1,,Index Exchange,,,830280,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier1,,OneMobile,,8a9694b2018180ffe245026a8475002f,8a9691540181811f14661fe13ca70023,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier1,,Pubmatic,158139,,4514961,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier1,,Roundel,382319,,,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier1,,Rubicon Project,7499,426830,2441606,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier1,,TrustX,,,351403,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier2,,AppNexus,,,25482607,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier2,,Index Exchange,,,830284,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier2,,OneMobile,,8a9694b2018180ffe245026a8475002f,8a96954b0181816c07786daf8ca2005b,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier2,,Pubmatic,158139,,4514962,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier2,,Roundel,382319,,,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier2,,Rubicon Project,7499,426830,2441608,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier2,,TrustX,,,351404,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier3,,AppNexus,,,25482608,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier3,,Index Exchange,,,830286,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier3,,OneMobile,,8a9694b2018180ffe245026a8475002f,8a9691530181816c028c6daf8e05003b,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier3,,Pubmatic,158139,,4514963,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier3,,Roundel,382319,,,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier3,,Rubicon Project,7499,426830,2441610,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier3,,TrustX,,,351409,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier4,,AppNexus,,,25482609,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier4,,Index Exchange,,,830288,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier4,,OneMobile,,8a9694b2018180ffe245026a8475002f,8a9699f00181816bfdbd6daf8f860056,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier4,,Pubmatic,158139,,4514964,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier4,,Roundel,382319,,,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier4,,Rubicon Project,7499,426830,2441612,,
learnreligions.com,mobile,mob-squarefooter-fixed/tier4,,TrustX,,,351405,,
learnreligions.com,mobile,preroll,,AppNexus,,,25482614,,instream
learnreligions.com,mobile,preroll,,Index Exchange,,,830295,,instream
learnreligions.com,mobile,preroll,,Pubmatic,158139,,4514969,,instream
learnreligions.com,mobile,preroll,,Roundel,578566,,,,instream
learnreligions.com,mobile,preroll,,Rubicon Project,7499,426830,2441622,,instream
learnreligions.com,mobile,preroll,,TrustX,,,351795,,instream
lifewire.com,"pc,tablet",leaderboard-fixed/tier1,,AppNexus,,,25482615,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier1,,Index Exchange,,,830300,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier1,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9698d2018180ffd7df028a4d220056,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier1,,Pubmatic,158139,,4514970,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier1,,Roundel,382319,,,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier1,,Rubicon Project,7499,426832,2441624,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier1,,TrustX,,,351411,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier2,,AppNexus,,,25482616,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier2,,Index Exchange,,,830307,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier2,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9694b2018180ffe245028a4efe0060,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier2,,Pubmatic,158139,,4514971,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier2,,Roundel,382319,,,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier2,,Rubicon Project,7499,426832,2441626,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier2,,TrustX,,,351412,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier3,,AppNexus,,,25482617,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier3,,Index Exchange,,,830302,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier3,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9698d2018180ffd7df028a50a70057,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier3,,Pubmatic,158139,,4514972,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier3,,Roundel,382319,,,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier3,,Rubicon Project,7499,426832,2441628,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier3,,TrustX,,,351413,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier4,,AppNexus,,,25482618,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier4,,Index Exchange,,,830308,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier4,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9694b2018180ffe245028a525a0061,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier4,,Pubmatic,158139,,4514973,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier4,,Roundel,382319,,,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier4,,Rubicon Project,7499,426832,2441630,,
lifewire.com,"pc,tablet",leaderboard-fixed/tier4,,TrustX,,,351414,,
lifewire.com,"pc,tablet",leaderboard-flex/tier1,,AppNexus,,,25482619,,
lifewire.com,"pc,tablet",leaderboard-flex/tier1,,Index Exchange,,,830305,,
lifewire.com,"pc,tablet",leaderboard-flex/tier1,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9691af018180ffdca0028a541e0061,,
lifewire.com,"pc,tablet",leaderboard-flex/tier1,,Pubmatic,158139,,4514974,,
lifewire.com,"pc,tablet",leaderboard-flex/tier1,,Roundel,382319,,,,
lifewire.com,"pc,tablet",leaderboard-flex/tier1,,Rubicon Project,7499,426832,2441632,,
lifewire.com,"pc,tablet",leaderboard-flex/tier1,,TrustX,,,351417,,
lifewire.com,"pc,tablet",leaderboardac/tier2,,AppNexus,,,25482619,,
lifewire.com,"pc,tablet",leaderboardac/tier2,,Index Exchange,,,830305,,
lifewire.com,"pc,tablet",leaderboardac/tier2,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9691af018180ffdca0028a541e0061,,
lifewire.com,"pc,tablet",leaderboardac/tier2,,Pubmatic,158139,,4514974,,
lifewire.com,"pc,tablet",leaderboardac/tier2,,Roundel,382319,,,,
lifewire.com,"pc,tablet",leaderboardac/tier2,,Rubicon Project,7499,426832,2441632,,
lifewire.com,"pc,tablet",leaderboardac/tier2,,TrustX,,,351417,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier1,,AppNexus,,,25482615,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier1,,Index Exchange,,,830300,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier1,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9698d2018180ffd7df028a4d220056,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier1,,Pubmatic,158139,,4514970,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier1,,Roundel,382319,,,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier1,,Rubicon Project,7499,426832,2441624,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier1,,TrustX,,,351411,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier2,,AppNexus,,,25482616,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier2,,Index Exchange,,,830307,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier2,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9694b2018180ffe245028a4efe0060,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier2,,Pubmatic,158139,,4514971,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier2,,Roundel,382319,,,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier2,,Rubicon Project,7499,426832,2441626,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier2,,TrustX,,,351412,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier3,,AppNexus,,,25482617,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier3,,Index Exchange,,,830302,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier3,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9698d2018180ffd7df028a50a70057,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier3,,Pubmatic,158139,,4514972,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier3,,Roundel,382319,,,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier3,,Rubicon Project,7499,426832,2441628,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier3,,TrustX,,,351413,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier4,,AppNexus,,,25482618,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier4,,Index Exchange,,,830308,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier4,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9694b2018180ffe245028a525a0061,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier4,,Pubmatic,158139,,4514973,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier4,,Roundel,382319,,,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier4,,Rubicon Project,7499,426832,2441630,,
lifewire.com,"pc,tablet",leaderboardfooter-flex/tier4,,TrustX,,,351414,,
lifewire.com,"pc,tablet",square-fixed/tier1,,AppNexus,,,25482620,,
lifewire.com,"pc,tablet",square-fixed/tier1,,Index Exchange,,,830309,,
lifewire.com,"pc,tablet",square-fixed/tier1,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9691af018180ffdca0028a55fa0062,,
lifewire.com,"pc,tablet",square-fixed/tier1,,Pubmatic,158139,,4514975,,
lifewire.com,"pc,tablet",square-fixed/tier1,,Roundel,382319,,,,
lifewire.com,"pc,tablet",square-fixed/tier1,,Rubicon Project,7499,426832,2441634,,
lifewire.com,"pc,tablet",square-fixed/tier1,,TrustX,,,351415,,
lifewire.com,"pc,tablet",square-fixed/tier2,,AppNexus,,,25482621,,
lifewire.com,"pc,tablet",square-fixed/tier2,,Index Exchange,,,830306,,
lifewire.com,"pc,tablet",square-fixed/tier2,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9698d2018180ffd7df028a57ba0058,,
lifewire.com,"pc,tablet",square-fixed/tier2,,Pubmatic,158139,,4514976,,
lifewire.com,"pc,tablet",square-fixed/tier2,,Roundel,382319,,,,
lifewire.com,"pc,tablet",square-fixed/tier2,,Rubicon Project,7499,426832,2441636,,
lifewire.com,"pc,tablet",square-fixed/tier2,,TrustX,,,351418,,
lifewire.com,"pc,tablet",square-fixed/tier3,,AppNexus,,,25482622,,
lifewire.com,"pc,tablet",square-fixed/tier3,,Index Exchange,,,830311,,
lifewire.com,"pc,tablet",square-fixed/tier3,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9698d2018180ffd7df028a59690059,,
lifewire.com,"pc,tablet",square-fixed/tier3,,Pubmatic,158139,,4514977,,
lifewire.com,"pc,tablet",square-fixed/tier3,,Roundel,382319,,,,
lifewire.com,"pc,tablet",square-fixed/tier3,,Rubicon Project,7499,426832,2441638,,
lifewire.com,"pc,tablet",square-fixed/tier3,,TrustX,,,351416,,
lifewire.com,"pc,tablet",square-fixed/tier4,,AppNexus,,,25482623,,
lifewire.com,"pc,tablet",square-fixed/tier4,,Index Exchange,,,830315,,
lifewire.com,"pc,tablet",square-fixed/tier4,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9694b2018180ffe245028a5b280062,,
lifewire.com,"pc,tablet",square-fixed/tier4,,Pubmatic,158139,,4514978,,
lifewire.com,"pc,tablet",square-fixed/tier4,,Roundel,382319,,,,
lifewire.com,"pc,tablet",square-fixed/tier4,,Rubicon Project,7499,426832,2441640,,
lifewire.com,"pc,tablet",square-fixed/tier4,,TrustX,,,351423,,
lifewire.com,"pc,tablet",square-flex/tier1,,AppNexus,,,25482624,,
lifewire.com,"pc,tablet",square-flex/tier1,,Index Exchange,,,830317,,
lifewire.com,"pc,tablet",square-flex/tier1,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9698d2018180ffd7df028a5cf0005a,,
lifewire.com,"pc,tablet",square-flex/tier1,,Pubmatic,158139,,4514979,,
lifewire.com,"pc,tablet",square-flex/tier1,,Roundel,382319,,,,
lifewire.com,"pc,tablet",square-flex/tier1,,Rubicon Project,7499,426832,2441642,,
lifewire.com,"pc,tablet",square-flex/tier1,,TrustX,,,351419,,
lifewire.com,mobile,mob-adhesive-banner-fixed/tier1,,AppNexus,,,25482625,,
lifewire.com,mobile,mob-adhesive-banner-fixed/tier1,,Index Exchange,,,830320,,
lifewire.com,mobile,mob-adhesive-banner-fixed/tier1,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9699180181811f0fc81fe145ca002f,,
lifewire.com,mobile,mob-adhesive-banner-fixed/tier1,,Pubmatic,158139,,4514980,,
lifewire.com,mobile,mob-adhesive-banner-fixed/tier1,,Roundel,382319,,,,
lifewire.com,mobile,mob-adhesive-banner-fixed/tier1,,Rubicon Project,7499,426834,2441644,,
lifewire.com,mobile,mob-adhesive-banner-fixed/tier1,,TrustX,,,351420,,
lifewire.com,mobile,mob-square-fixed/tier1,,AppNexus,,,25482626,,
lifewire.com,mobile,mob-square-fixed/tier1,,Index Exchange,,,830318,,
lifewire.com,mobile,mob-square-fixed/tier1,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9691540181811f14661fe1470f0026,,
lifewire.com,mobile,mob-square-fixed/tier1,,Pubmatic,158139,,4514981,,
lifewire.com,mobile,mob-square-fixed/tier1,,Roundel,382319,,,,
lifewire.com,mobile,mob-square-fixed/tier1,,Rubicon Project,7499,426834,2441646,,
lifewire.com,mobile,mob-square-fixed/tier1,,TrustX,,,351421,,
lifewire.com,mobile,mob-square-fixed/tier2,,AppNexus,,,25482627,,
lifewire.com,mobile,mob-square-fixed/tier2,,Index Exchange,,,830323,,
lifewire.com,mobile,mob-square-fixed/tier2,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9699f00181816bfdbd6daf97f70058,,
lifewire.com,mobile,mob-square-fixed/tier2,,Pubmatic,158139,,4514982,,
lifewire.com,mobile,mob-square-fixed/tier2,,Roundel,382319,,,,
lifewire.com,mobile,mob-square-fixed/tier2,,Rubicon Project,7499,426834,2441648,,
lifewire.com,mobile,mob-square-fixed/tier2,,TrustX,,,351422,,
lifewire.com,mobile,mob-square-fixed/tier3,,AppNexus,,,25482628,,
lifewire.com,mobile,mob-square-fixed/tier3,,Index Exchange,,,830330,,
lifewire.com,mobile,mob-square-fixed/tier3,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9691530181816c028c6daf996b003e,,
lifewire.com,mobile,mob-square-fixed/tier3,,Pubmatic,158139,,4514983,,
lifewire.com,mobile,mob-square-fixed/tier3,,Roundel,382319,,,,
lifewire.com,mobile,mob-square-fixed/tier3,,Rubicon Project,7499,426834,2441650,,
lifewire.com,mobile,mob-square-fixed/tier3,,TrustX,,,351424,,
lifewire.com,mobile,mob-square-fixed/tier4,,AppNexus,,,25482629,,
lifewire.com,mobile,mob-square-fixed/tier4,,Index Exchange,,,830332,,
lifewire.com,mobile,mob-square-fixed/tier4,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9694da0181811f187d1fe14a5a002c,,
lifewire.com,mobile,mob-square-fixed/tier4,,Pubmatic,158139,,4514984,,
lifewire.com,mobile,mob-square-fixed/tier4,,Roundel,382319,,,,
lifewire.com,mobile,mob-square-fixed/tier4,,Rubicon Project,7499,426834,2441652,,
lifewire.com,mobile,mob-square-fixed/tier4,,TrustX,,,351425,,
lifewire.com,mobile,mob-square-flex/tier1,,AppNexus,,,25482630,,
lifewire.com,mobile,mob-square-flex/tier1,,Index Exchange,,,830324,,
lifewire.com,mobile,mob-square-flex/tier1,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9694da0181811f187d1fe14b75002d,,
lifewire.com,mobile,mob-square-flex/tier1,,Pubmatic,158139,,4514985,,
lifewire.com,mobile,mob-square-flex/tier1,,Roundel,382319,,,,
lifewire.com,mobile,mob-square-flex/tier1,,Rubicon Project,7499,426834,2441654,,
lifewire.com,mobile,mob-square-flex/tier1,,TrustX,,,351426,,
lifewire.com,mobile,mob-square-flex/tier2,,AppNexus,,,25482631,,
lifewire.com,mobile,mob-square-flex/tier2,,Index Exchange,,,830326,,
lifewire.com,mobile,mob-square-flex/tier2,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9691530181816c028c6daf9d870040,,
lifewire.com,mobile,mob-square-flex/tier2,,Pubmatic,158139,,4514986,,
lifewire.com,mobile,mob-square-flex/tier2,,Roundel,382319,,,,
lifewire.com,mobile,mob-square-flex/tier2,,Rubicon Project,7499,426834,2441656,,
lifewire.com,mobile,mob-square-flex/tier2,,TrustX,,,351427,,
lifewire.com,mobile,mob-square-flex/tier3,,AppNexus,,,25482632,,
lifewire.com,mobile,mob-square-flex/tier3,,Index Exchange,,,830336,,
lifewire.com,mobile,mob-square-flex/tier3,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9699f00181816bfdbd6daf9ea80059,,
lifewire.com,mobile,mob-square-flex/tier3,,Pubmatic,158139,,4514987,,
lifewire.com,mobile,mob-square-flex/tier3,,Roundel,382319,,,,
lifewire.com,mobile,mob-square-flex/tier3,,Rubicon Project,7499,426834,2441658,,
lifewire.com,mobile,mob-square-flex/tier3,,TrustX,,,351428,,
lifewire.com,mobile,mob-square-flex/tier4,,AppNexus,,,25482633,,
lifewire.com,mobile,mob-square-flex/tier4,,Index Exchange,,,830334,,
lifewire.com,mobile,mob-square-flex/tier4,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9694da0181811f187d1fe14ee50030,,
lifewire.com,mobile,mob-square-flex/tier4,,Pubmatic,158139,,4514988,,
lifewire.com,mobile,mob-square-flex/tier4,,Roundel,382319,,,,
lifewire.com,mobile,mob-square-flex/tier4,,Rubicon Project,7499,426834,2441660,,
lifewire.com,mobile,mob-square-flex/tier4,,TrustX,,,351429,,
lifewire.com,mobile,mob-squarefooter-fixed/tier1,,AppNexus,,,25482626,,
lifewire.com,mobile,mob-squarefooter-fixed/tier1,,Index Exchange,,,830318,,
lifewire.com,mobile,mob-squarefooter-fixed/tier1,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9691540181811f14661fe1470f0026,,
lifewire.com,mobile,mob-squarefooter-fixed/tier1,,Pubmatic,158139,,4514981,,
lifewire.com,mobile,mob-squarefooter-fixed/tier1,,Roundel,382319,,,,
lifewire.com,mobile,mob-squarefooter-fixed/tier1,,Rubicon Project,7499,426834,2441646,,
lifewire.com,mobile,mob-squarefooter-fixed/tier1,,TrustX,,,351421,,
lifewire.com,mobile,mob-squarefooter-fixed/tier2,,AppNexus,,,25482627,,
lifewire.com,mobile,mob-squarefooter-fixed/tier2,,Index Exchange,,,830323,,
lifewire.com,mobile,mob-squarefooter-fixed/tier2,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9699f00181816bfdbd6daf97f70058,,
lifewire.com,mobile,mob-squarefooter-fixed/tier2,,Pubmatic,158139,,4514982,,
lifewire.com,mobile,mob-squarefooter-fixed/tier2,,Roundel,382319,,,,
lifewire.com,mobile,mob-squarefooter-fixed/tier2,,Rubicon Project,7499,426834,2441648,,
lifewire.com,mobile,mob-squarefooter-fixed/tier2,,TrustX,,,351422,,
lifewire.com,mobile,mob-squarefooter-fixed/tier3,,AppNexus,,,25482628,,
lifewire.com,mobile,mob-squarefooter-fixed/tier3,,Index Exchange,,,830330,,
lifewire.com,mobile,mob-squarefooter-fixed/tier3,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9691530181816c028c6daf996b003e,,
lifewire.com,mobile,mob-squarefooter-fixed/tier3,,Pubmatic,158139,,4514983,,
lifewire.com,mobile,mob-squarefooter-fixed/tier3,,Roundel,382319,,,,
lifewire.com,mobile,mob-squarefooter-fixed/tier3,,Rubicon Project,7499,426834,2441650,,
lifewire.com,mobile,mob-squarefooter-fixed/tier3,,TrustX,,,351424,,
lifewire.com,mobile,mob-squarefooter-fixed/tier4,,AppNexus,,,25482629,,
lifewire.com,mobile,mob-squarefooter-fixed/tier4,,Index Exchange,,,830332,,
lifewire.com,mobile,mob-squarefooter-fixed/tier4,,OneMobile,,8a9698d2018180ffd7df026a86240025,8a9694da0181811f187d1fe14a5a002c,,
lifewire.com,mobile,mob-squarefooter-fixed/tier4,,Pubmatic,158139,,4514984,,
lifewire.com,mobile,mob-squarefooter-fixed/tier4,,Roundel,382319,,,,
lifewire.com,mobile,mob-squarefooter-fixed/tier4,,Rubicon Project,7499,426834,2441652,,
lifewire.com,mobile,mob-squarefooter-fixed/tier4,,TrustX,,,351425,,
liquor.com,"pc,tablet",leaderboard-fixed/tier1,,AppNexus,,,25482634,,
liquor.com,"pc,tablet",leaderboard-fixed/tier1,,Index Exchange,,,830333,,
liquor.com,"pc,tablet",leaderboard-fixed/tier1,,OneMobile,,8a9691af018180ffdca0026a87d10037,8a9694b2018180ffe245028a6edb0069,,
liquor.com,"pc,tablet",leaderboard-fixed/tier1,,Pubmatic,158139,,4515386,,
liquor.com,"pc,tablet",leaderboard-fixed/tier1,,Roundel,382319,,,,
liquor.com,"pc,tablet",leaderboard-fixed/tier1,,Rubicon Project,7499,426836,2441662,,
liquor.com,"pc,tablet",leaderboard-fixed/tier1,,TrustX,,,351430,,
liquor.com,"pc,tablet",leaderboard-fixed/tier2,,AppNexus,,,25482635,,
liquor.com,"pc,tablet",leaderboard-fixed/tier2,,Index Exchange,,,830341,,
liquor.com,"pc,tablet",leaderboard-fixed/tier2,,OneMobile,,8a9691af018180ffdca0026a87d10037,8a9691af018180ffdca0028a709a0064,,
liquor.com,"pc,tablet",leaderboard-fixed/tier2,,Pubmatic,158139,,4514989,,
liquor.com,"pc,tablet",leaderboard-fixed/tier2,,Roundel,382319,,,,
liquor.com,"pc,tablet",leaderboard-fixed/tier2,,Rubicon Project,7499,426836,2441664,,
liquor.com,"pc,tablet",leaderboard-fixed/tier2,,TrustX,,,351431,,
liquor.com,"pc,tablet",leaderboard-fixed/tier3,,AppNexus,,,25482636,,
liquor.com,"pc,tablet",leaderboard-fixed/tier3,,Index Exchange,,,830338,,
